Grip,Link,Strike,Type,Tot Damage,Atk Spd,Crit %,Stat %
Peye,Jai,Plague Kripath,rapier,62.0,67.0,0.22,0.18
Peye,Jai,Rabvee,machete,78.0,61.0,0.18,0.18
Peye,Jai,Sepfahn,weeb,64.0,65.0,0.2,0.2
Peye,Ruhang II,Balla,dagger,92.0,57.0,0.18,0.18
Peye,Ruhang II,Cyath,machete,96.0,52.0,0.18,0.18
Peye,Ruhang II,Dehtat,rapier,92.0,57.0,0.18,0.18
Peye,Ruhang II,Dokrahm,scythe,92.0,57.0,0.18,0.18
Peye,Ruhang II,Kronsh,machete,110.0,48.0,0.18,0.18
Peye,Ruhang II,Mewan,sword,110.0,48.0,0.18,0.18
Peye,Ruhang II,Ooltha,sword,96.0,52.0,0.18,0.18
Peye,Ruhang II,Plague Keewar,scythe,103.0,50.0,0.18,0.22
Peye,Ruhang II,Plague Kripath,rapier,94.0,54.0,0.22,0.18
Peye,Ruhang II,Rabvee,machete,110.0,48.0,0.18,0.18
Peye,Ruhang II,Sepfahn,weeb,96.0,52.0,0.2,0.2
Peye,Ruhang,Balla,dagger,78.0,61.0,0.18,0.18
Peye,Ruhang,Cyath,machete,82.0,56.0,0.18,0.18
Peye,Ruhang,Dehtat,rapier,78.0,61.0,0.18,0.18
Peye,Ruhang,Dokrahm,scythe,78.0,61.0,0.18,0.18
Peye,Ruhang,Kronsh,machete,96.0,52.0,0.18,0.18
Peye,Ruhang,Mewan,sword,96.0,52.0,0.18,0.18
Peye,Ruhang,Ooltha,sword,82.0,56.0,0.18,0.18
Peye,Ruhang,Plague Keewar,scythe,89.0,54.0,0.18,0.22
Peye,Ruhang,Plague Kripath,rapier,80.0,58.0,0.22,0.18
Peye,Ruhang,Rabvee,machete,96.0,52.0,0.18,0.18
Peye,Ruhang,Sepfahn,weeb,82.0,56.0,0.2,0.2
Peye,Vargeet II Jai,Balla,dagger,60.0,70.0,0.32,0.09999999999999999
Peye,Vargeet II Jai,Cyath,machete,64.0,65.0,0.32,0.09999999999999999
Peye,Vargeet II Jai,Dehtat,rapier,60.0,70.0,0.32,0.09999999999999999
Peye,Vargeet II Jai,Dokrahm,scythe,60.0,70.0,0.32,0.09999999999999999
Peye,Vargeet II Jai,Kronsh,machete,78.0,61.0,0.32,0.09999999999999999
Peye,Vargeet II Jai,Mewan,sword,78.0,61.0,0.32,0.09999999999999999
Peye,Vargeet II Jai,Ooltha,sword,64.0,65.0,0.32,0.09999999999999999
Peye,Vargeet II Jai,Plague Keewar,scythe,71.0,63.0,0.32,0.14
Peye,Vargeet II Jai,Plague Kripath,rapier,62.0,67.0,0.36,0.09999999999999999
Peye,Vargeet II Jai,Rabvee,machete,78.0,61.0,0.32,0.09999999999999999
Peye,Vargeet II Jai,Sepfahn,weeb,64.0,65.0,0.34,0.12000000000000001
Peye,Vargeet II Ruhang,Balla,dagger,78.0,61.0,0.32,0.09999999999999999
Peye,Vargeet II Ruhang,Cyath,machete,82.0,56.0,0.32,0.09999999999999999
Peye,Vargeet II Ruhang,Dehtat,rapier,78.0,61.0,0.32,0.09999999999999999
Peye,Vargeet II Ruhang,Dokrahm,scythe,78.0,61.0,0.32,0.09999999999999999
Peye,Vargeet II Ruhang,Kronsh,machete,96.0,52.0,0.32,0.09999999999999999
Peye,Vargeet II Ruhang,Mewan,sword,96.0,52.0,0.32,0.09999999999999999
Peye,Vargeet II Ruhang,Ooltha,sword,82.0,56.0,0.32,0.09999999999999999
Peye,Vargeet II Ruhang,Plague Keewar,scythe,89.0,54.0,0.32,0.14
Peye,Vargeet II Ruhang,Plague Kripath,rapier,80.0,58.0,0.36,0.09999999999999999
Peye,Vargeet II Ruhang,Rabvee,machete,96.0,52.0,0.32,0.09999999999999999
Peye,Vargeet II Ruhang,Sepfahn,weeb,82.0,56.0,0.34,0.12000000000000001
Peye,Vargeet Jai II,Balla,dagger,56.0,75.0,0.25,0.13999999999999999
Peye,Vargeet Jai II,Cyath,machete,60.0,70.0,0.25,0.13999999999999999
Peye,Vargeet Jai II,Dehtat,rapier,56.0,75.0,0.25,0.13999999999999999
Peye,Vargeet Jai II,Dokrahm,scythe,56.0,75.0,0.25,0.13999999999999999
Peye,Vargeet Jai II,Kronsh,machete,74.0,66.0,0.25,0.13999999999999999
Peye,Vargeet Jai II,Mewan,sword,74.0,66.0,0.25,0.13999999999999999
Peye,Vargeet Jai II,Ooltha,sword,60.0,70.0,0.25,0.13999999999999999
Peye,Vargeet Jai II,Plague Keewar,scythe,67.0,68.0,0.25,0.18
Peye,Vargeet Jai II,Plague Kripath,rapier,58.0,72.0,0.29000000000000004,0.13999999999999999
Peye,Vargeet Jai II,Rabvee,machete,74.0,66.0,0.25,0.13999999999999999
Peye,Vargeet Jai II,Sepfahn,weeb,60.0,70.0,0.27,0.16
Peye,Vargeet Jai,Balla,dagger,60.0,70.0,0.25,0.13999999999999999
Peye,Vargeet Jai,Cyath,machete,64.0,65.0,0.25,0.13999999999999999
Peye,Vargeet Jai,Dehtat,rapier,60.0,70.0,0.25,0.13999999999999999
Peye,Vargeet Jai,Dokrahm,scythe,60.0,70.0,0.25,0.13999999999999999
Peye,Vargeet Jai,Kronsh,machete,78.0,61.0,0.25,0.13999999999999999
Peye,Vargeet Jai,Mewan,sword,78.0,61.0,0.25,0.13999999999999999
Peye,Vargeet Jai,Ooltha,sword,64.0,65.0,0.25,0.13999999999999999
Peye,Vargeet Jai,Plague Keewar,scythe,71.0,63.0,0.25,0.18
Peye,Vargeet Jai,Plague Kripath,rapier,62.0,67.0,0.29000000000000004,0.13999999999999999
Peye,Vargeet Jai,Rabvee,machete,78.0,61.0,0.25,0.13999999999999999
Peye,Vargeet Jai,Sepfahn,weeb,64.0,65.0,0.27,0.16
Peye,Vargeet Ruhang II,Balla,dagger,92.0,57.0,0.25,0.13999999999999999
Peye,Vargeet Ruhang II,Cyath,machete,96.0,52.0,0.25,0.13999999999999999
Peye,Vargeet Ruhang II,Dehtat,rapier,92.0,57.0,0.25,0.13999999999999999
Peye,Vargeet Ruhang II,Dokrahm,scythe,92.0,57.0,0.25,0.13999999999999999
Peye,Vargeet Ruhang II,Kronsh,machete,110.0,48.0,0.25,0.13999999999999999
Peye,Vargeet Ruhang II,Mewan,sword,110.0,48.0,0.25,0.13999999999999999
Peye,Vargeet Ruhang II,Ooltha,sword,96.0,52.0,0.25,0.13999999999999999
Peye,Vargeet Ruhang II,Plague Keewar,scythe,103.0,50.0,0.25,0.18
Peye,Vargeet Ruhang II,Plague Kripath,rapier,94.0,54.0,0.29000000000000004,0.13999999999999999
Peye,Vargeet Ruhang II,Rabvee,machete,110.0,48.0,0.25,0.13999999999999999
Peye,Vargeet Ruhang II,Sepfahn,weeb,96.0,52.0,0.27,0.16
Peye,Vargeet Ruhang,Balla,dagger,78.0,61.0,0.25,0.13999999999999999
Peye,Vargeet Ruhang,Cyath,machete,82.0,56.0,0.25,0.13999999999999999
Peye,Vargeet Ruhang,Dehtat,rapier,78.0,61.0,0.25,0.13999999999999999
Peye,Vargeet Ruhang,Dokrahm,scythe,78.0,61.0,0.25,0.13999999999999999
Peye,Vargeet Ruhang,Kronsh,machete,96.0,52.0,0.25,0.13999999999999999
Peye,Vargeet Ruhang,Mewan,sword,96.0,52.0,0.25,0.13999999999999999
Peye,Vargeet Ruhang,Ooltha,sword,82.0,56.0,0.25,0.13999999999999999
Peye,Vargeet Ruhang,Plague Keewar,scythe,89.0,54.0,0.25,0.18
Peye,Vargeet Ruhang,Plague Kripath,rapier,80.0,58.0,0.29000000000000004,0.13999999999999999
Peye,Vargeet Ruhang,Rabvee,machete,96.0,52.0,0.25,0.13999999999999999
Peye,Vargeet Ruhang,Sepfahn,weeb,82.0,56.0,0.27,0.16
Plague Akwin,Ekwana II Jai,Balla,dagger,62.0,67.0,0.09999999999999999,0.32
Plague Akwin,Ekwana II Jai,Cyath,machete,66.0,62.0,0.09999999999999999,0.32
Plague Akwin,Ekwana II Jai,Dehtat,rapier,62.0,67.0,0.09999999999999999,0.32
Plague Akwin,Ekwana II Jai,Dokrahm,scythe,62.0,67.0,0.09999999999999999,0.32
Plague Akwin,Ekwana II Jai,Kronsh,machete,80.0,58.0,0.09999999999999999,0.32
Plague Akwin,Ekwana II Jai,Mewan,sword,80.0,58.0,0.09999999999999999,0.32
Plague Akwin,Ekwana II Jai,Ooltha,sword,66.0,62.0,0.09999999999999999,0.32
Plague Akwin,Ekwana II Jai,Plague Keewar,scythe,73.0,60.0,0.09999999999999999,0.36
Plague Akwin,Ekwana II Jai,Plague Kripath,rapier,64.0,64.0,0.14,0.32
Plague Akwin,Ekwana II Jai,Rabvee,machete,80.0,58.0,0.09999999999999999,0.32
Plague Akwin,Ekwana II Jai,Sepfahn,weeb,66.0,62.0,0.12000000000000001,0.34
Plague Akwin,Ekwana II Ruhang,Balla,dagger,80.0,58.0,0.09999999999999999,0.32
Plague Akwin,Ekwana II Ruhang,Cyath,machete,84.0,53.0,0.09999999999999999,0.32
Plague Akwin,Ekwana II Ruhang,Dehtat,rapier,80.0,58.0,0.09999999999999999,0.32
Plague Akwin,Ekwana II Ruhang,Dokrahm,scythe,80.0,58.0,0.09999999999999999,0.32
Plague Akwin,Ekwana II Ruhang,Kronsh,machete,98.0,49.0,0.09999999999999999,0.32
Plague Akwin,Ekwana II Ruhang,Mewan,sword,98.0,49.0,0.09999999999999999,0.32
Plague Akwin,Ekwana II Ruhang,Ooltha,sword,84.0,53.0,0.09999999999999999,0.32
Plague Akwin,Ekwana II Ruhang,Plague Keewar,scythe,91.0,51.0,0.09999999999999999,0.36
Plague Akwin,Ekwana II Ruhang,Plague Kripath,rapier,82.0,55.0,0.14,0.32
Plague Akwin,Ekwana II Ruhang,Rabvee,machete,98.0,49.0,0.09999999999999999,0.32
Plague Akwin,Ekwana II Ruhang,Sepfahn,weeb,84.0,53.0,0.12000000000000001,0.34
Plague Akwin,Ekwana Jai II,Balla,dagger,58.0,72.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Jai II,Cyath,machete,62.0,67.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Jai II,Dehtat,rapier,58.0,72.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Jai II,Dokrahm,scythe,58.0,72.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Jai II,Kronsh,machete,76.0,63.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Jai II,Mewan,sword,76.0,63.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Jai II,Ooltha,sword,62.0,67.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Jai II,Plague Keewar,scythe,69.0,65.0,0.13999999999999999,0.29000000000000004
Plague Akwin,Ekwana Jai II,Plague Kripath,rapier,60.0,69.0,0.18,0.25
Plague Akwin,Ekwana Jai II,Rabvee,machete,76.0,63.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Jai II,Sepfahn,weeb,62.0,67.0,0.16,0.27
Plague Akwin,Ekwana Jai,Balla,dagger,62.0,67.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Jai,Cyath,machete,66.0,62.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Jai,Dehtat,rapier,62.0,67.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Jai,Dokrahm,scythe,62.0,67.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Jai,Kronsh,machete,80.0,58.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Jai,Mewan,sword,80.0,58.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Jai,Ooltha,sword,66.0,62.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Jai,Plague Keewar,scythe,73.0,60.0,0.13999999999999999,0.29000000000000004
Plague Akwin,Ekwana Jai,Plague Kripath,rapier,64.0,64.0,0.18,0.25
Plague Akwin,Ekwana Jai,Rabvee,machete,80.0,58.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Jai,Sepfahn,weeb,66.0,62.0,0.16,0.27
Plague Akwin,Ekwana Ruhang II,Balla,dagger,94.0,54.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Ruhang II,Cyath,machete,98.0,49.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Ruhang II,Dehtat,rapier,94.0,54.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Ruhang II,Dokrahm,scythe,94.0,54.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Ruhang II,Kronsh,machete,112.0,45.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Ruhang II,Mewan,sword,112.0,45.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Ruhang II,Ooltha,sword,98.0,49.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Ruhang II,Plague Keewar,scythe,105.0,47.0,0.13999999999999999,0.29000000000000004
Plague Akwin,Ekwana Ruhang II,Plague Kripath,rapier,96.0,51.0,0.18,0.25
Plague Akwin,Ekwana Ruhang II,Rabvee,machete,112.0,45.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Ruhang II,Sepfahn,weeb,98.0,49.0,0.16,0.27
Plague Akwin,Ekwana Ruhang,Balla,dagger,80.0,58.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Ruhang,Cyath,machete,84.0,53.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Ruhang,Dehtat,rapier,80.0,58.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Ruhang,Dokrahm,scythe,80.0,58.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Ruhang,Kronsh,machete,98.0,49.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Ruhang,Mewan,sword,98.0,49.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Ruhang,Ooltha,sword,84.0,53.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Ruhang,Plague Keewar,scythe,91.0,51.0,0.13999999999999999,0.29000000000000004
Plague Akwin,Ekwana Ruhang,Plague Kripath,rapier,82.0,55.0,0.18,0.25
Plague Akwin,Ekwana Ruhang,Rabvee,machete,98.0,49.0,0.13999999999999999,0.25
Plague Akwin,Ekwana Ruhang,Sepfahn,weeb,84.0,53.0,0.16,0.27
Plague Akwin,Jai II,Balla,dagger,58.0,72.0,0.18,0.18
Plague Akwin,Jai II,Cyath,machete,62.0,67.0,0.18,0.18
Plague Akwin,Jai II,Dehtat,rapier,58.0,72.0,0.18,0.18
Plague Akwin,Jai II,Dokrahm,scythe,58.0,72.0,0.18,0.18
Plague Akwin,Jai II,Kronsh,machete,76.0,63.0,0.18,0.18
Plague Akwin,Jai II,Mewan,sword,76.0,63.0,0.18,0.18
Plague Akwin,Jai II,Ooltha,sword,62.0,67.0,0.18,0.18
Plague Akwin,Jai II,Plague Keewar,scythe,69.0,65.0,0.18,0.22
Plague Akwin,Jai II,Plague Kripath,rapier,60.0,69.0,0.22,0.18
Plague Akwin,Jai II,Rabvee,machete,76.0,63.0,0.18,0.18
Plague Akwin,Jai II,Sepfahn,weeb,62.0,67.0,0.2,0.2
Plague Akwin,Jai,Balla,dagger,62.0,67.0,0.18,0.18
Plague Akwin,Jai,Cyath,machete,66.0,62.0,0.18,0.18
Plague Akwin,Jai,Dehtat,rapier,62.0,67.0,0.18,0.18
Plague Akwin,Jai,Dokrahm,scythe,62.0,67.0,0.18,0.18
Plague Akwin,Jai,Kronsh,machete,80.0,58.0,0.18,0.18
Plague Akwin,Jai,Mewan,sword,80.0,58.0,0.18,0.18
Plague Akwin,Jai,Ooltha,sword,66.0,62.0,0.18,0.18
Plague Akwin,Jai,Plague Keewar,scythe,73.0,60.0,0.18,0.22
Plague Akwin,Jai,Plague Kripath,rapier,64.0,64.0,0.22,0.18
Plague Akwin,Jai,Rabvee,machete,80.0,58.0,0.18,0.18
Plague Akwin,Jai,Sepfahn,weeb,66.0,62.0,0.2,0.2
Plague Akwin,Ruhang II,Balla,dagger,94.0,54.0,0.18,0.18
Plague Akwin,Ruhang II,Cyath,machete,98.0,49.0,0.18,0.18
Plague Akwin,Ruhang II,Dehtat,rapier,94.0,54.0,0.18,0.18
Plague Akwin,Ruhang II,Dokrahm,scythe,94.0,54.0,0.18,0.18
Plague Akwin,Ruhang II,Kronsh,machete,112.0,45.0,0.18,0.18
Plague Akwin,Ruhang II,Mewan,sword,112.0,45.0,0.18,0.18
Plague Akwin,Ruhang II,Ooltha,sword,98.0,49.0,0.18,0.18
Plague Akwin,Ruhang II,Plague Keewar,scythe,105.0,47.0,0.18,0.22
Plague Akwin,Ruhang II,Plague Kripath,rapier,96.0,51.0,0.22,0.18
Plague Akwin,Ruhang II,Rabvee,machete,112.0,45.0,0.18,0.18
Plague Akwin,Ruhang II,Sepfahn,weeb,98.0,49.0,0.2,0.2
Plague Akwin,Ruhang,Balla,dagger,80.0,58.0,0.18,0.18
Plague Akwin,Ruhang,Cyath,machete,84.0,53.0,0.18,0.18
Plague Akwin,Ruhang,Dehtat,rapier,80.0,58.0,0.18,0.18
Plague Akwin,Ruhang,Dokrahm,scythe,80.0,58.0,0.18,0.18
Plague Akwin,Ruhang,Kronsh,machete,98.0,49.0,0.18,0.18
Plague Akwin,Ruhang,Mewan,sword,98.0,49.0,0.18,0.18
Plague Akwin,Ruhang,Ooltha,sword,84.0,53.0,0.18,0.18
Plague Akwin,Ruhang,Plague Keewar,scythe,91.0,51.0,0.18,0.22
Plague Akwin,Ruhang,Plague Kripath,rapier,82.0,55.0,0.22,0.18
Plague Akwin,Ruhang,Rabvee,machete,98.0,49.0,0.18,0.18
Plague Akwin,Ruhang,Sepfahn,weeb,84.0,53.0,0.2,0.2
Plague Akwin,Vargeet II Jai,Balla,dagger,62.0,67.0,0.32,0.09999999999999999
Plague Akwin,Vargeet II Jai,Cyath,machete,66.0,62.0,0.32,0.09999999999999999
Plague Akwin,Vargeet II Jai,Dehtat,rapier,62.0,67.0,0.32,0.09999999999999999
Plague Akwin,Vargeet II Jai,Dokrahm,scythe,62.0,67.0,0.32,0.09999999999999999
Plague Akwin,Vargeet II Jai,Kronsh,machete,80.0,58.0,0.32,0.09999999999999999
Plague Akwin,Vargeet II Jai,Mewan,sword,80.0,58.0,0.32,0.09999999999999999
Plague Akwin,Vargeet II Jai,Ooltha,sword,66.0,62.0,0.32,0.09999999999999999
Plague Akwin,Vargeet II Jai,Plague Keewar,scythe,73.0,60.0,0.32,0.14
Plague Akwin,Vargeet II Jai,Plague Kripath,rapier,64.0,64.0,0.36,0.09999999999999999
Plague Akwin,Vargeet II Jai,Rabvee,machete,80.0,58.0,0.32,0.09999999999999999
Plague Akwin,Vargeet II Jai,Sepfahn,weeb,66.0,62.0,0.34,0.12000000000000001
Plague Akwin,Vargeet II Ruhang,Balla,dagger,80.0,58.0,0.32,0.09999999999999999
Plague Akwin,Vargeet II Ruhang,Cyath,machete,84.0,53.0,0.32,0.09999999999999999
Plague Akwin,Vargeet II Ruhang,Dehtat,rapier,80.0,58.0,0.32,0.09999999999999999
Plague Akwin,Vargeet II Ruhang,Dokrahm,scythe,80.0,58.0,0.32,0.09999999999999999
Plague Akwin,Vargeet II Ruhang,Kronsh,machete,98.0,49.0,0.32,0.09999999999999999
Plague Akwin,Vargeet II Ruhang,Mewan,sword,98.0,49.0,0.32,0.09999999999999999
Plague Akwin,Vargeet II Ruhang,Ooltha,sword,84.0,53.0,0.32,0.09999999999999999
Plague Akwin,Vargeet II Ruhang,Plague Keewar,scythe,91.0,51.0,0.32,0.14
Plague Akwin,Vargeet II Ruhang,Plague Kripath,rapier,82.0,55.0,0.36,0.09999999999999999
Plague Akwin,Vargeet II Ruhang,Rabvee,machete,98.0,49.0,0.32,0.09999999999999999
Plague Akwin,Vargeet II Ruhang,Sepfahn,weeb,84.0,53.0,0.34,0.12000000000000001
Plague Akwin,Vargeet Jai II,Balla,dagger,58.0,72.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Jai II,Cyath,machete,62.0,67.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Jai II,Dehtat,rapier,58.0,72.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Jai II,Dokrahm,scythe,58.0,72.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Jai II,Kronsh,machete,76.0,63.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Jai II,Mewan,sword,76.0,63.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Jai II,Ooltha,sword,62.0,67.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Jai II,Plague Keewar,scythe,69.0,65.0,0.25,0.18
Plague Akwin,Vargeet Jai II,Plague Kripath,rapier,60.0,69.0,0.29000000000000004,0.13999999999999999
Plague Akwin,Vargeet Jai II,Rabvee,machete,76.0,63.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Jai II,Sepfahn,weeb,62.0,67.0,0.27,0.16
Plague Akwin,Vargeet Jai,Balla,dagger,62.0,67.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Jai,Cyath,machete,66.0,62.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Jai,Dehtat,rapier,62.0,67.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Jai,Dokrahm,scythe,62.0,67.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Jai,Kronsh,machete,80.0,58.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Jai,Mewan,sword,80.0,58.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Jai,Ooltha,sword,66.0,62.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Jai,Plague Keewar,scythe,73.0,60.0,0.25,0.18
Plague Akwin,Vargeet Jai,Plague Kripath,rapier,64.0,64.0,0.29000000000000004,0.13999999999999999
Plague Akwin,Vargeet Jai,Rabvee,machete,80.0,58.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Jai,Sepfahn,weeb,66.0,62.0,0.27,0.16
Plague Akwin,Vargeet Ruhang II,Balla,dagger,94.0,54.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Ruhang II,Cyath,machete,98.0,49.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Ruhang II,Dehtat,rapier,94.0,54.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Ruhang II,Dokrahm,scythe,94.0,54.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Ruhang II,Kronsh,machete,112.0,45.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Ruhang II,Mewan,sword,112.0,45.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Ruhang II,Ooltha,sword,98.0,49.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Ruhang II,Plague Keewar,scythe,105.0,47.0,0.25,0.18
Plague Akwin,Vargeet Ruhang II,Plague Kripath,rapier,96.0,51.0,0.29000000000000004,0.13999999999999999
Plague Akwin,Vargeet Ruhang II,Rabvee,machete,112.0,45.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Ruhang II,Sepfahn,weeb,98.0,49.0,0.27,0.16
Plague Akwin,Vargeet Ruhang,Balla,dagger,80.0,58.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Ruhang,Cyath,machete,84.0,53.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Ruhang,Dehtat,rapier,80.0,58.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Ruhang,Dokrahm,scythe,80.0,58.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Ruhang,Kronsh,machete,98.0,49.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Ruhang,Mewan,sword,98.0,49.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Ruhang,Ooltha,sword,84.0,53.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Ruhang,Plague Keewar,scythe,91.0,51.0,0.25,0.18
Plague Akwin,Vargeet Ruhang,Plague Kripath,rapier,82.0,55.0,0.29000000000000004,0.13999999999999999
Plague Akwin,Vargeet Ruhang,Rabvee,machete,98.0,49.0,0.25,0.13999999999999999
Plague Akwin,Vargeet Ruhang,Sepfahn,weeb,84.0,53.0,0.27,0.16
Plague Bokwin,Ekwana II Jai,Balla,staff,71.0,63.0,0.09999999999999999,0.32
Plague Bokwin,Ekwana II Jai,Cyath,polearm,75.0,58.0,0.09999999999999999,0.32
Plague Bokwin,Ekwana II Jai,Dehtat,polearm,71.0,63.0,0.09999999999999999,0.32
Plague Bokwin,Ekwana II Jai,Dokrahm,heavy blade,71.0,63.0,0.09999999999999999,0.32
Plague Bokwin,Ekwana II Jai,Kronsh,polearm,89.0,54.0,0.09999999999999999,0.32
Plague Bokwin,Ekwana II Jai,Mewan,polearm,89.0,54.0,0.09999999999999999,0.32
Plague Bokwin,Ekwana II Jai,Ooltha,staff,75.0,58.0,0.09999999999999999,0.32
Plague Bokwin,Ekwana II Jai,Plague Keewar,staff,82.0,56.0,0.09999999999999999,0.36
Plague Bokwin,Ekwana II Jai,Plague Kripath,polearm,73.0,60.0,0.14,0.32
Plague Bokwin,Ekwana II Jai,Rabvee,hammer,89.0,54.0,0.09999999999999999,0.32
Plague Bokwin,Ekwana II Jai,Sepfahn,staff,75.0,58.0,0.12000000000000001,0.34
Plague Bokwin,Ekwana II Ruhang,Balla,staff,89.0,54.0,0.09999999999999999,0.32
Plague Bokwin,Ekwana II Ruhang,Cyath,polearm,93.0,49.0,0.09999999999999999,0.32
Plague Bokwin,Ekwana II Ruhang,Dehtat,polearm,89.0,54.0,0.09999999999999999,0.32
Plague Bokwin,Ekwana II Ruhang,Dokrahm,heavy blade,89.0,54.0,0.09999999999999999,0.32
Plague Bokwin,Ekwana II Ruhang,Kronsh,polearm,107.0,45.0,0.09999999999999999,0.32
Plague Bokwin,Ekwana II Ruhang,Mewan,polearm,107.0,45.0,0.09999999999999999,0.32
Plague Bokwin,Ekwana II Ruhang,Ooltha,staff,93.0,49.0,0.09999999999999999,0.32
Plague Bokwin,Ekwana II Ruhang,Plague Keewar,staff,100.0,47.0,0.09999999999999999,0.36
Plague Bokwin,Ekwana II Ruhang,Plague Kripath,polearm,91.0,51.0,0.14,0.32
Plague Bokwin,Ekwana II Ruhang,Rabvee,hammer,107.0,45.0,0.09999999999999999,0.32
Plague Bokwin,Ekwana II Ruhang,Sepfahn,staff,93.0,49.0,0.12000000000000001,0.34
Plague Bokwin,Ekwana Jai II,Balla,staff,67.0,68.0,0.13999999999999999,0.25
Plague Bokwin,Ekwana Jai II,Cyath,polearm,71.0,63.0,0.13999999999999999,0.25
Plague Bokwin,Ekwana Jai II,Dehtat,polearm,67.0,68.0,0.13999999999999999,0.25
Plague Bokwin,Ekwana Jai II,Dokrahm,heavy blade,67.0,68.0,0.13999999999999999,0.25
Plague Bokwin,Ekwana Jai II,Kronsh,polearm,85.0,59.0,0.13999999999999999,0.25
Plague Bokwin,Ekwana Jai II,Mewan,polearm,85.0,59.0,0.13999999999999999,0.25
Plague Bokwin,Ekwana Jai II,Ooltha,staff,71.0,63.0,0.13999999999999999,0.25
Plague Bokwin,Ekwana Jai II,Plague Keewar,staff,78.0,61.0,0.13999999999999999,0.29000000000000004
Plague Bokwin,Ekwana Jai II,Plague Kripath,polearm,69.0,65.0,0.18,0.25
Plague Bokwin,Ekwana Jai II,Rabvee,hammer,85.0,59.0,0.13999999999999999,0.25
Plague Bokwin,Ekwana Jai II,Sepfahn,staff,71.0,63.0,0.16,0.27
Plague Bokwin,Ekwana Jai,Balla,staff,71.0,63.0,0.13999999999999999,0.25
Plague Bokwin,Ekwana Jai,Cyath,polearm,75.0,58.0,0.13999999999999999,0.25
Plague Bokwin,Ekwana Jai,Dehtat,polearm,71.0,63.0,0.13999999999999999,0.25
Plague Bokwin,Ekwana Jai,Dokrahm,heavy blade,71.0,63.0,0.13999999999999999,0.25
Plague Bokwin,Ekwana Jai,Kronsh,polearm,89.0,54.0,0.13999999999999999,0.25
